Show_ID,Movie Title,Director,Country,Release_Year,Rating_class,Duration,Categories,Type
s2115,Little Singham: Kaal Ka Badla,Prakash Satam,,2020,TV-Y7,70,"Children & Family Movies, Comedies",Movie
s2116,Drunk Parents,Fred Wolf,United States,2019,R,97,Comedies,Movie
s2117,Meet the In-Laws,Niyi Akinmolayan,Nigeria,2017,TV-PG,75,"Comedies, Dramas, International Movies",Movie
s2118,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,Indonesia,2020,TV-PG,102,"Comedies, Dramas, International Movies",Movie
s2120,Islands of Faith,Chairun Nissa,Indonesia,2018,TV-PG,88,"Documentaries, Faith & Spirituality, International Movies",Movie
s2121,Les Misérables,Tom Hooper,"United Kingdom, United States",2012,PG-13,158,"Dramas, International Movies, Music & Musicals",Movie
s2122,Seventh Son,Sergei Bodrov,"United States, United Kingdom, Canada, China",2014,PG-13,102,"Action & Adventure, Sci-Fi & Fantasy",Movie
s2129,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Anna Stone,,2020,TV-G,59,"Documentaries, International Movies, Sports Movies",Movie
s2130,Fearless,Cory Edwards,Canada,2020,TV-Y7,92,"Children & Family Movies, Comedies",Movie
s2131,Nigerian Prince,Faraday Okoro,"United States, Nigeria",2018,TV-MA,104,"Dramas, Independent Movies",Movie
s2132,Octonauts & the Caves of Sac Actun,Blair Simmons,United Kingdom,2020,TV-Y,72,Children & Family Movies,Movie
s2133,Project Power,"Henry Joost, Ariel Schulman",United States,2020,R,113,Action & Adventure,Movie
s2138,An Easy Girl,Rebecca Zlotowski,France,2019,TV-MA,93,"Comedies, Dramas, International Movies",Movie
s2139,Christine,Antonio Campos,"United Kingdom, United States",2016,R,119,"Dramas, Independent Movies",Movie
s2140,Simon Killer,Antonio Campos,"United States, France",2012,TV-MA,105,"Dramas, Independent Movies, Thrillers",Movie
s2142,Gunjan Saxena: The Kargil Girl,Sharan Sharma,India,2020,TV-14,113,"Action & Adventure, Dramas, International Movies",Movie
s2143,Mr. Peabody & Sherman,Rob Minkoff,United States,2014,PG,93,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Movie
s2144,"Rob Schneider: Asian Momma, Mexican Kids",Tyler Spindel,United States,2020,TV-MA,44,Stand-Up Comedy,Movie
s2147,The Lost Husband,Vicky Wight,United States,2020,PG-13,110,"Dramas, Romantic Movies",Movie
s2148,Diamonds in the Sky,Kunle Afolayan,,2018,TV-14,113,"Dramas, International Movies",Movie
s2150,We Summon the Darkness,Marc Meyers,"United States, Canada, United Kingdom",2020,R,90,"Horror Movies, Thrillers",Movie
s2151,"Berlin, Berlin: Lolle on the Run",Franziska Meyer Price,Germany,2020,TV-MA,82,"Comedies, International Movies",Movie
s2155,Stars in the Sky: A Hunting Story,Steven Rinella,United States,2018,TV-14,69,Documentaries,Movie
s2156,The Magic School Bus Rides Again Kids In Space,Richard Weston,United States,2020,TV-Y,46,Children & Family Movies,Movie
s2160,Work It,Laura Terruso,United States,2020,TV-14,94,Comedies,Movie
s2162,Nasha Natasha,Martín Sastre,Uruguay,2020,TV-PG,72,"Documentaries, International Movies, Music & Musicals",Movie
s2164,Anelka: Misunderstood,Franck Nataf,France,2020,TV-14,95,"Documentaries, International Movies, Sports Movies",Movie
s2165,Sin City,Pascal Amanfo,,2019,TV-14,101,"International Movies, Thrillers",Movie
s2167,A Go! Go! Cory Carson Summer Camp,"Stanley Moore, Alex Woo",,2020,TV-Y,21,Children & Family Movies,Movie
s2168,Malibu Rescue: The Next Wave,Savage Steve Holland,United States,2020,TV-G,71,"Children & Family Movies, Comedies",Movie
s2170,Sam Jay: 3 In The Morning,Kristian Mercado,United States,2020,TV-MA,64,Stand-Up Comedy,Movie
s2172,Almost Love,Mike Doyle,United States,2020,TV-MA,92,"Comedies, Dramas, Independent Movies",Movie
s2173,Killing Hasselhoff,Darren Grant,United States,2017,R,80,Comedies,Movie
s2177,Rogue Warfare: The Hunt,Mike Gunther,United States,2020,R,104,Action & Adventure,Movie
s2178,Super Monsters: The New Class,Steve Ball,Canada,2020,TV-Y,25,Children & Family Movies,Movie
s2180,The Ottoman Lieutenant,Joseph Ruben,"Turkey, United States",2017,R,111,"Dramas, Romantic Movies",Movie
s2183,Tumi or not Tumi,Mfanelo Ngoma,,2020,TV-MA,72,Stand-Up Comedy,Movie
s2184,What Keeps You Alive,Colin Minihan,Canada,2018,R,99,"LGBTQ Movies, Thrillers",Movie
s2186,Latte and the Magic Waterstone,"Regina Welker, Nina Wels",Germany,2020,TV-Y,83,"Children & Family Movies, Comedies",Movie
s2187,Raat Akeli Hai,Honey Trehan,India,2020,TV-MA,150,"Dramas, International Movies, Thrillers",Movie
s2188,Seriously Single,"Katleho Ramaphakela, Rethabile Ramaphakela",South Africa,2020,TV-MA,108,"Comedies, International Movies, Romantic Movies",Movie
s2189,Sugar High,Ariel Boles,United States,2020,TV-G,44,Children & Family Movies,Movie
s2192,Retablo,Álvaro Delgado-Aparicio L.,"Peru, Germany, Norway",2017,TV-MA,102,"Dramas, International Movies",Movie
s2194,Uma Maheswara Ugra Roopasya,Venkatesh Maha,India,2020,TV-MA,137,"Comedies, Dramas, Independent Movies",Movie
s2196,It's Her Day,Aniedi Anwah,Nigeria,2016,TV-MA,112,"Comedies, International Movies, Romantic Movies",Movie
s2197,Redemption,Mickey Fonseca,Mozambique,2019,TV-MA,102,"Dramas, International Movies, Thrillers",Movie
s2198,Shine Your Eyes,Matias Mariani,"Brazil, France",2020,TV-MA,103,"Dramas, Independent Movies, International Movies",Movie
s2199,The Hater,Jan Komasa,Poland,2020,TV-MA,136,"Dramas, International Movies, Thrillers",Movie
s2200,The Speed Cubers,Sue Kim,United States,2020,TV-PG,41,Documentaries,Movie
s2201,Tread,Paul Solet,United States,2019,TV-MA,88,Documentaries,Movie
s2203,Banana Split,Ben Kasulke,United States,2020,TV-MA,84,"Comedies, Dramas, Independent Movies",Movie
s2205,Door Ke Darshan,Gagan Puri,India,2020,TV-14,114,"Comedies, International Movies",Movie
s2206,Double World,Teddy Chan,China,2020,TV-14,110,"Action & Adventure, International Movies",Movie
s2207,Project Marathwada,Bhavin Wadia,India,2016,TV-MA,103,"Dramas, Independent Movies, International Movies",Movie
s2208,Animal Crackers,"Tony Bancroft, Scott Christian Sava","China, Spain, South Korea, United States",2020,TV-Y7,106,"Children & Family Movies, Comedies",Movie
s2209,Dragons: Rescue Riders: Secrets of the Songwing,"Greg Rankin, TJ Sullivan",United States,2020,TV-Y,46,"Children & Family Movies, Comedies",Movie
s2210,Nimbe,Tope Alake,Nigeria,2019,TV-MA,115,"Dramas, International Movies",Movie
s2211,Offering to the Storm,Fernando González Molina,"Spain, Germany",2020,TV-MA,140,"International Movies, Thrillers",Movie
s2212,Romance Doll,Yuki Tanada,Japan,2020,TV-MA,124,"Dramas, International Movies, Romantic Movies",Movie
s2214,The Kissing Booth 2,Vince Marcello,"United Kingdom, United States",2020,TV-14,133,"Comedies, Romantic Movies",Movie
s2216,The Larva Island Movie,Ahn Byoung-wook,South Korea,2020,TV-Y7,91,"Children & Family Movies, Comedies",Movie
s2217,The Letter Reader,Sibusiso Khuzwayo,South Africa,2019,TV-PG,30,"Dramas, International Movies",Movie
s2220,The Remix: Hip Hop X Fashion,"Lisa Cortés, Farah X",United States,2019,TV-MA,67,"Documentaries, Music & Musicals",Movie
s2221,Ip Man 4: The Finale,Wilson Yip,"Hong Kong, China",2019,TV-MA,105,"Action & Adventure, Dramas, International Movies",Movie
s2222,Jack Whitehall: I'm Only Joking,"Dave Skinner, Freddie Waters",United Kingdom,2020,TV-MA,58,Stand-Up Comedy,Movie
s2225,Funan,Denis Do,"France, Belgium, Luxembourg, Cambodia,",2018,TV-14,87,"Dramas, International Movies",Movie
s2229,Father Soldier Son,"Leslye Davis, Catrin Einhorn",United States,2020,R,100,Documentaries,Movie
s2232,The Millions,"Toka McBaror, Tunde Apalowo",Nigeria,2019,TV-MA,95,"Comedies, International Movies",Movie
s2233,Fatal Affair,Peter Sullivan,United States,2020,TV-14,90,Thrillers,Movie
s2234,MILF,Axelle Laffont,"France, Belgium",2018,TV-MA,102,"Comedies, International Movies, Romantic Movies",Movie
s2235,Cold Feet,Moses Inwang,Nigeria,2019,TV-14,98,"Dramas, International Movies, Romantic Movies",Movie
s2237,Little Singham: Legend of Dugabakka,,,2020,TV-Y7,68,"Children & Family Movies, Comedies",Movie
s2240,Sylvia,Daniel Oriahi,Nigeria,2018,TV-14,104,"Dramas, International Movies, Thrillers",Movie
s2241,The Players,Stefano Mordini,Italy,2020,TV-MA,89,"Comedies, International Movies",Movie
s2243,Urzila Carlson: Overqualified Loser,Hayden Guppy,Australia,2020,TV-MA,62,Stand-Up Comedy,Movie
s2244,We Are One,Stéphane de Freitas,France,2020,TV-MA,86,"Documentaries, International Movies, Music & Musicals",Movie
s2245,Hole in the Wall,"André Odendaal, Johan Vorster",South Africa,2016,TV-MA,104,"Dramas, International Movies",Movie
s2248,Mama's Boy,Amro Salah,Egypt,2018,TV-14,101,"Comedies, International Movies",Movie
s2249,The Claudia Kishi Club,Sue Ding,United States,2020,TV-14,17,Documentaries,Movie
s2251,The Old Guard,Gina Prince-Bythewood,United States,2020,R,126,Action & Adventure,Movie
s2253,Your Excellency,Funke Akindele,,2019,TV-G,120,"Comedies, International Movies",Movie
s2257,Born Racer,Bryn Evans,New Zealand,2018,R,89,"Documentaries, Sports Movies",Movie
s2258,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",United States,2020,TV-14,96,"Documentaries, LGBTQ Movies",Movie
s2260,The Long Dumb Road,Hannah Fidell,United States,2018,R,91,"Comedies, Independent Movies",Movie
s2261,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda","United States, France",2012,PG,86,Children & Family Movies,Movie
s2262,Jim Jefferies: Intolerant,Scott Zabielski,,2020,TV-MA,67,Stand-Up Comedy,Movie
s2263,A Kid from Coney Island,"Coodie, Chike","United States, China",2019,TV-MA,89,"Documentaries, Sports Movies",Movie
s2264,PNL - Dans la légende tour,QLF,,2020,TV-MA,65,"International Movies, Music & Musicals",Movie
s2265,Aiyyaa,Sachin Kundalkar,India,2012,TV-14,151,"Comedies, International Movies, Music & Musicals",Movie
s2266,Bbuddah Hoga Terra Baap,Puri Jagannadh,India,2011,TV-14,116,"Action & Adventure, Comedies, Dramas",Movie
s2267,Blood Money,Vishal Mahadkar,India,2012,TV-14,110,"Dramas, International Movies, Romantic Movies",Movie
s2268,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",India,2013,TV-MA,123,"Dramas, International Movies",Movie
s2269,Boss,Anthony D'Souza,India,2013,TV-14,139,"Action & Adventure, Comedies, Dramas",Movie
s2270,Budhia Singh: Born to Run,Soumendra Padhi,India,2016,TV-MA,95,"Dramas, Independent Movies, International Movies",Movie
s2271,Chashme Baddoor,David Dhawan,India,2013,TV-14,121,"Comedies, International Movies, Music & Musicals",Movie
s2272,Dharam Sankat Mein,Fuwad Khan,India,2015,TV-PG,127,"Comedies, Dramas, International Movies",Movie
s2273,Drishyam,Nishikant Kamat,India,2015,TV-14,162,"Dramas, International Movies, Thrillers",Movie
s2274,Gabbar Is Back,Krish,India,2015,TV-14,128,"Action & Adventure, Dramas, International Movies",Movie
s2275,Gollu Aur Pappu,Kabir Sadanand,India,2014,TV-14,112,"Action & Adventure, Comedies, International Movies",Movie
s2277,Inkaar,Sudhir Mishra,India,2013,TV-MA,125,"Dramas, International Movies, Romantic Movies",Movie
s2278,Madras Café,Shoojit Sircar,India,2013,TV-14,128,"Dramas, International Movies, Thrillers",Movie
s2279,Mary Kom,Omung Kumar,India,2014,TV-PG,120,"Dramas, International Movies, Sports Movies",Movie
s2280,Michael,Ribhu Dasgupta,India,2011,TV-MA,86,"Dramas, Independent Movies, International Movies",Movie
s2281,Mumbai Delhi Mumbai,Satish Rajwade,India,2014,TV-MA,107,"Comedies, International Movies, Romantic Movies",Movie
s2282,Oh My God,Umesh Shukla,India,2012,TV-PG,129,"Comedies, Dramas, International Movies",Movie
s2283,One by Two,Devika Bhagat,India,2014,TV-14,135,"Comedies, Dramas, International Movies",Movie
s2284,Only,Takashi Doscher,United States,2019,TV-MA,97,"Dramas, Independent Movies, Romantic Movies",Movie
s2285,Penalty,Shubham Singh,India,2019,TV-14,125,"Dramas, Independent Movies, International Movies",Movie
s2286,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,2012,TV-14,162,"Action & Adventure, International Movies",Movie
s2287,Pyaar Ka Punchnama 2,Luv Ranjan,India,2015,TV-MA,136,"Comedies, Dramas, International Movies",Movie
s2288,Queen,Vikas Bahl,India,2014,TV-MA,138,"Comedies, Dramas, International Movies",Movie
s2289,Shaitan,Bejoy Nambiar,India,2011,TV-MA,126,"Action & Adventure, Dramas, Independent Movies",Movie
s2290,Special 26,Neeraj Pandey,India,2013,TV-PG,137,"Dramas, International Movies, Thrillers",Movie
s2291,Tanu Weds Manu,Aanand Rai,India,2011,TV-14,114,"Comedies, Dramas, International Movies",Movie
s2292,What the Fish,Gurmmeet Singh,India,2013,TV-14,96,"Comedies, International Movies",Movie
s2295,Desperados,LP,United States,2020,TV-MA,107,"Comedies, Romantic Movies",Movie
s2296,Hunter in the Blue Side of Manchester,Rako Prijanto,"Indonesia, United Kingdom",2020,TV-MA,89,"Dramas, International Movies",Movie
s2297,I Am Not Your Negro,Raoul Peck,"Switzerland, France, Belgium, United States",2017,PG-13,94,Documentaries,Movie
s2301,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,Ghana,2019,TV-MA,148,"Comedies, Dramas, International Movies",Movie
s2303,Thiago Ventura: POKAS,"Fabio Ock, Joana Mazzucchelli",Brazil,2020,TV-MA,82,Stand-Up Comedy,Movie
s2305,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto",Italy,2019,TV-14,95,"Documentaries, International Movies",Movie
s2309,Adú,Salvador Calvo,Spain,2020,TV-MA,120,"Dramas, International Movies",Movie
s2310,Ali Baba ve 7 Cüceler,Cem Yılmaz,Turkey,2015,TV-MA,115,"Action & Adventure, Comedies, International Movies",Movie
s2311,David Foster: Off the Record,Barry Avrich,Canada,2019,TV-MA,107,"Documentaries, Music & Musicals",Movie
s2313,Pek Yakında,Cem Yılmaz,Turkey,2014,TV-MA,134,"Comedies, International Movies",Movie
s2316,The F**k-It List,Michael Duggan,United States,2019,TV-MA,103,Comedies,Movie
s2317,The Silence of Others,"Almudena Carracedo, Robert Bahar","Spain, France, Canada, United States",2019,TV-14,96,"Documentaries, International Movies",Movie
s2320,Under the Riccione Sun,Younuts!,Italy,2020,TV-MA,102,"Comedies, International Movies, Romantic Movies",Movie
s2322,George Lopez: We'll Do It For Half,Troy Miller,United States,2020,TV-MA,52,Stand-Up Comedy,Movie
s2324,The Mirror Boy,Obi Emelonye,"United Kingdom, Nigeria",2011,TV-14,86,"Action & Adventure, Dramas, International Movies",Movie
s2325,#FriendButMarried 2,Rako Prijanto,Indonesia,2020,TV-G,104,"Dramas, International Movies, Romantic Movies",Movie
s2326,Skin,Daniel Effiong,Nigeria,2019,TV-MA,76,"Documentaries, International Movies",Movie
s2327,Thackeray (Marathi),Abhijit Panse,,2019,TV-14,135,"Dramas, International Movies",Movie
s2329,Ride Like a Girl,Rachel Griffiths,Australia,2020,PG,99,"Children & Family Movies, Dramas, Independent Movies",Movie
s2331,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,United States,2020,PG-13,124,"Comedies, Music & Musicals, Romantic Movies",Movie
s2333,Kasanova,Oluseyi Asurf,Nigeria,2019,TV-14,117,"Comedies, International Movies, Romantic Movies",Movie
s2334,Ordinary People,Eduardo Roy Jr.,Philippines,2016,TV-MA,107,"Dramas, Independent Movies, International Movies",Movie
s2335,Seven (Tamil),,India,2019,TV-MA,111,"Dramas, International Movies, Romantic Movies",Movie
s2336,Seven (Telugu),,,2019,TV-14,116,"Dramas, International Movies, Romantic Movies",Movie
s2337,Thackeray (Hindi),Abhijit Panse,India,2019,TV-14,135,"Dramas, International Movies",Movie
s2339,Krishna and His Leela,Ravikanth Perepu,India,2020,TV-MA,126,"International Movies, Romantic Movies",Movie
s2340,Prem Ratan Dhan Payo,Sooraj R. Barjatya,India,2015,TV-14,164,"Action & Adventure, Dramas, International Movies",Movie
s2342,Athlete A,"Bonni Cohen, Jon Shenk",United States,2020,PG-13,104,"Documentaries, Sports Movies",Movie
s2343,Bulbbul,Anvita Dutt,India,2020,TV-MA,94,"Horror Movies, International Movies",Movie
s2345,Nobody Knows I'm Here,Gaspar Antillo,Chile,2020,TV-MA,92,"Dramas, Independent Movies, International Movies",Movie
s2346,Eric Andre: Legalize Everything,Eric Notarnicola,United States,2020,TV-MA,52,Stand-Up Comedy,Movie
s2348,Kappela,Musthafa,India,2020,TV-14,112,"Dramas, Independent Movies, International Movies",Movie
s2349,The Royal Hibiscus Hotel,Ishaya Bako,Nigeria,2017,TV-PG,90,"Comedies, International Movies, Romantic Movies",Movie
s2351,Woodshock,"Kate Mulleavy, Laura Mulleavy",United States,2017,R,101,"Dramas, Independent Movies, Thrillers",Movie
s2352,Elevator Baby,Akhigbe Ilozobhie,Nigeria,2019,TV-MA,84,"Dramas, International Movies",Movie
s2354,Chaman Bahaar,Apurva Dhar Badgaiyann,India,2020,TV-MA,112,"Comedies, Dramas, International Movies",Movie
s2356,Disclosure,,United States,2020,TV-MA,108,"Documentaries, LGBTQ Movies",Movie
s2357,Feel the Beat,Elissa Down,United States,2020,TV-G,110,"Children & Family Movies, Comedies, Dramas",Movie
s2359,Lost Bullet,Guillaume Pierret,France,2020,TV-MA,93,"Action & Adventure, Dramas, International Movies",Movie
s2361,One-Way to Tomorrow,Ozan Açıktan,Turkey,2020,TV-MA,90,"Dramas, International Movies, Romantic Movies",Movie
s2364,Wasp Network,Olivier Assayas,"France, Brazil, Spain, Belgium",2020,TV-MA,128,"Dramas, International Movies, Thrillers",Movie
s2365,A Whisker Away,"Junichi Sato, Tomotaka Shibayama",Japan,2020,TV-PG,104,"Anime Features, Children & Family Movies, International Movies",Movie
s2371,El límite infinito,Pablo Aulita,,2020,TV-PG,48,"Documentaries, International Movies, Sports Movies",Movie
s2372,Lola Igna,Eduardo Roy Jr.,Philippines,2019,TV-14,114,"Comedies, International Movies",Movie
s2373,One Take,Manatsanun Phanlerdwongsakul,Thailand,2020,TV-G,86,"Documentaries, International Movies, Music & Musicals",Movie
s2378,The Nut Job,Peter Lepeniotis,"Canada, South Korea, United States",2014,PG,85,"Children & Family Movies, Comedies",Movie
s2380,An Evening with Beverly Luff Linn,Jim Hosking,"United Kingdom, United States",2018,R,108,"Comedies, Independent Movies",Movie
s2381,Riding Faith,Paco Aguilar,United States,2020,TV-PG,81,"Children & Family Movies, Dramas, Faith & Spirituality",Movie
s2382,Last Flight to Abuja,Obi Emelonye,"Nigeria, United Kingdom",2012,TV-14,76,"Dramas, International Movies",Movie
s2383,The Darkness,Greg McLean,United States,2016,PG-13,92,"Horror Movies, Thrillers",Movie
s2385,The Show Must Go On: The Queen + Adam Lambert Story,,"United Kingdom, United States",2019,TV-MA,85,"Documentaries, Music & Musicals",Movie
s2386,Underdogs,Juan José Campanella,"Argentina, Spain",2013,PG,85,"Children & Family Movies, Sports Movies",Movie
s2387,Wira,Adrian Teh,Malaysia,2019,TV-14,108,"Action & Adventure, Dramas, International Movies",Movie
s2388,4th Republic,Ishaya Bako,Nigeria,2019,TV-MA,120,"Dramas, International Movies, Thrillers",Movie
